Name,Standarlized Name,Academic Influence Ranking (Concentrated Influence),Washington Monthly Ranking,UnitID,8-year graduation rate,Graduation rate rank,"Predicted graduation rate based on % of Pell recipients, incoming SATs, etc.",Graduation rate performance rank,Pell/non-Pell graduation gap,Pell graduation gap rank,Number of Pell graduates,Actual vs. predicted Pell enrollment,Pell performance rank,Earnings 10 years after college entry,Predicted earnings,Earnings performance rank,"Net price of attendance for families below $75,000 income",Net price rank,"Research expenditures, in millions",Research expenditures rank,Bachelor's to PhD rank,AmeriCorps/Peace Corps rank,ROTC rank,Percent of federal work-study funds spent on service,Percent of federal work-study funds spent on service rank,Earns Carnegie Community Engagement Classification?,Voting engagement points,Percent of grads with service-oriented majors,Service-oriented majors rank,Social mobility rank,Research rank,Service rank,State abbreviation,Times Higher Education Ranking (2022) ,City,State,US News Ranking (with ties) ,us_news_displayRank,us_news_schoolType,us_news_aliasNames,us_news_city,us_news_region,us_news_institutionalControl,us_news_isTied,us_news_actAvg,us_news_percentReceivingAid,us_news_acceptanceRate,us_news_tuition,us_news_hsGpaAvg,us_news_enrollment,us_news_satAvg,us_news_costAfterAid,us_news_Setting,Degree Choices Ranking,DC_economic_score,DC_cost,DC_earnings,DC_graduation_rate,Pell Students,UNITID,OPEID,URL,Men Enroll,Women Enroll,White Enroll,Black Enroll,Hispanic Enroll,Asian Enroll,AI/AN Enroll,NH/PI Enroll,2+ Races Enroll,Non-Res Aliens Enroll,Race Unkn Enroll,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Avg Cost (4yr),Adm Rate,Comp Rate (100%),Pub/Priv Type
hampshire college,hampshire college,21,58,166018,67%,127,69%,135,-5%,91,61,1%,85,42449,50139,186,18506,131,0.3,102,3,27,112,26%,7,YES,0,6%,81,156,12,12,ma,,,,139,#139,national-liberal-arts-colleges,,Amherst,,private,TRUE,,,69,56990,3.3,508,,,,,,,,,0.3742,166018,466100,www.hampshire.edu/,0.3743,0.6257,0.5663,0.0733,0.1465,0.0158,0.004,0,0.0812,0.0673,0.0455,0,0,0,0,0,0,0,69045,0.6889952153,0.5125,2
hannibal–lagrange university,hannibal–lagrange university,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hanover college,hanover college,111,143,150756,68%,113,66%,73,-11%,146,79,0%,98,50441,51177,101,15925,87,0,122,86,124,112,0%,187,NO,0,4%,98,111,99,183,in,,,,112,#112,national-liberal-arts-colleges,,Hanover,,private,TRUE,24,,74,41441,3.8,951,1090,,,119,6.41,"$24,059","$53,957",70%,0.2759,150756,180100,www.hanover.edu/,0.4995,0.5005,0.7692,0.0474,0.0263,0.0063,0.0095,0,0.0558,0.0537,0.0316,0,0,0,0,0,0,0,55210,0.7411358644,0.6656,2
hardin–simmons university,hardin–simmons university,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harris–stowe state university,harris–stowe state university,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harrisburg university of science and technology,harrisburg university of science and technology,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hartwick college,hartwick college,132,120,191533,60%,148,58%,79,-9%,133,109,-1%,113,51141,49092,65,21050,167,0,122,111,156,112,18%,17,NO,0,26%,6,123,125,81,ny,,,,121,#121,national-liberal-arts-colleges,,Oneonta,,private,TRUE,19,,60,52849,3.5,1099,1020,,Rural,69,4.24,"$23,430","$61,107",59%,0.3512,191533,272900,www.hartwick.edu/,0.4147,0.5853,0.5825,0.1447,0.0986,0.0221,0.0028,0,0.0286,0.024,0.0968,0,0,0,0,0,0,0,64262,0.5972417675,0.4403,2
harvey mudd college,harvey mudd college,29,1,115409,94%,7,98%,164,-1%,56,27,7%,35,118602,89460,1,17716,114,3,23,1,180,65,14%,31,NO,4,0%,149,3,2,148,ca,,,,16,#16,national-liberal-arts-colleges,,Claremont,,private,TRUE,34,44,13,66255,,906,1480,36221,,2,1.08,"$39,671","$138,687",93%,0.1293,115409,117100,https://www.hmc.edu/,0.5055,0.4945,0.2528,0.0596,0.2097,0.2241,0.0044,0.0022,0.1071,0.0905,0.0497,0,0,0,0,0,0,0,82236,0.1335585586,0.8826,2
hastings college,hastings college,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haverford college,haverford college,13,5,212911,92%,16,90%,77,2%,22,48,2%,75,73761,74250,97,9140,19,3.7,18,6,54,107,36%,4,NO,6,0%,149,26,8,14,pa,8,Haverford,Pennsylvania,21,#21,national-liberal-arts-colleges,,Haverford,,private,TRUE,33,42,14,68020,,1421,1430,23753,Suburban,29,2.6,"$21,464","$79,966",92%,0.1423,212911,327400,https://www.haverford.edu/,0.4559,0.5441,0.494,0.0529,0.1284,0.1235,0,0,0.0854,0.1073,0.0085,0,0,0,0,1,0,0,81420,0.1421248011,0.8309,2
hawaii pacific university,hawaii pacific university,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hebrew theological college,hebrew theological college,,196,145497,9%,199,37%,199,-6%,110,12,-21%,198,29171,29496,96,9815,23,0,122,194,180,112,1%,182,NO,0,0%,149,191,194,194,il,,,,-1,#186-204,national-liberal-arts-colleges,,Skokie,,private,FALSE,,,80,14200,,170,,,,,,,,,0.3049,145497,168500,https://www.htc.edu/,0.2055,0.7945,0.9452,0,0.0274,0,0,0,0,0.0274,0,0,0,0,0,0,0,0,21196,0.7142857143,0.1591,2
heidelberg university,heidelberg university,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hellenic college,hellenic college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,-2,Unranked,national-liberal-arts-colleges,,Brookline,,private,FALSE,,,76,22490,,39,,,,135,7.88,"$29,312","$51,724",57%,,,,,,,,,,,,,,,,,,,,,,,,,,
henderson state university,henderson state university,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hendrix college,hendrix college,103,122,107080,70%,107,73%,147,-13%,163,53,5%,54,46928,58055,191,11602,35,0.7,70,26,49,52,12%,43,NO,2,0%,149,160,39,91,ar,,,,112,#112,national-liberal-arts-colleges,,Conway,,private,TRUE,23,,60,36650,3.9,1130,1130,,Suburban,65,4.09,"$22,780","$60,376",66%,0.2543,107080,109900,https://www.hendrix.edu/,0.4916,0.5084,0.6877,0.0745,0.0914,0.0319,0.008,0.0009,0.0506,0.0284,0.0266,0,0,0,0,0,0,0,49928,0.6027849029,0.6743,2
henry ford college,henry ford college,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heritage university,heritage university,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herzing university-akron,herzing university-akron,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herzing university-atlanta,herzing university-atlanta,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hesston college,hesston college,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high point university,high point university,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highline college,highline college,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hilbert college,hilbert college,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hillsdale college,hillsdale college,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,39,#39,national-liberal-arts-colleges,,Hillsdale,,private,TRUE,30,30,21,32092,3.9,1573,1360,35054,Rural,,,,,,0,170286,227200,https://www.hillsdale.edu/,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.2058336095,0.7555,2
hiram college,hiram college,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hobart william smith colls.,hobart william smith colls.,80,32,191630,79%,65,78%,88,3%,15,82,-5%,135,65843,59675,27,19455,146,1.8,44,145,22,112,21%,14,YES,6,4%,106,54,109,5,ny,,,,70,#70,national-liberal-arts-colleges,HWS,Geneva,,private,TRUE,27,62,68,63268,3.6,1559,1210,34987,City,51,3.67,"$29,256","$68,831",76%,,,,,,,,,,,,,,,,,,,,,,,,,,
hodges university,hodges university,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hollins university,hollins university,108,166,232308,61%,144,61%,90,-14%,170,53,5%,56,37641,38860,116,18307,126,0,122,131,132,112,8%,91,NO,1,5%,90,151,138,157,va,,,,124,#124,national-liberal-arts-colleges,,Roanoke,,private,TRUE,,,72,41210,3.7,691,1113,,,,,,,,0.3619,232308,371500,www.hollins.edu/,0,1,0.582,0.148,0.0943,0.0116,0,0.0029,0.0726,0.0813,0.0073,0,0,0,0,0,0,0,56698,0.7239694656,0.5848,2
holy cross college,holy cross college,606,130,150774,50%,168,61%,189,10%,2,34,3%,67,46031,50468,156,16793,101,0,122,194,38,9,8%,82,NO,0,2%,134,102,194,101,in,,,,,,,,,,,,,,,,,,,,,,,,,,0.2735,150774,726300,www.hcc-nd.edu/,0.5829,0.4171,0.5427,0.0569,0.2488,0.0166,0.0071,0,0.0498,0.0569,0.0213,0,0,0,0,0,0,0,47029,0.7616525424,0.293,2
holy family university,holy family university,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holy names university,holy names university,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hood college,hood college,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hope college,hope college,171,123,170301,79%,64,75%,49,-15%,174,157,-7%,156,55053,58074,142,18984,140,3.9,17,98,167,111,5%,139,NO,1,20%,19,135,50,145,mi,96,Holland,Michigan,100,#100,national-liberal-arts-colleges,,Holland,,private,TRUE,24,40,80,37221,3.8,3251,1090,25965,City,87,4.75,"$23,985","$58,427",75%,0.1682,170301,227300,https://www.hope.edu/,0.3864,0.6136,0.7888,0.0356,0.0756,0.0233,0.0013,0.0003,0.034,0.0268,0.0142,0,0,0,0,0,0,0,49892,0.8045419255,0.7292,2
hope international university,hope international university,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houghton university,houghton university,312,174,,73%,91,62%,9,-27%,196,91,6%,45,42510,46876,153,23070,181,0,122,65,60,47,4%,156,NO,0,9%,64,183,83,125,ny,,,,146,#146,national-liberal-arts-colleges,,Houghton,,private,TRUE,20,,93,17290,,813,1080,,Rural,149,13.54,"$19,831","$46,721",70%,0.3976,191676,273400,www.houghton.edu/,0.3678,0.6322,0.7356,0.0711,0.0134,0.0201,0.004,0.0013,0.0403,0.0644,0.0497,0,0,0,0,0,0,0,27969,0.7700205339,0.5282,2
houston christian university,houston christian university,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
howard payne university,howard payne university,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
humphreys university,humphreys university,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hunter college,hunter college,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huntingdon college,huntingdon college,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huntington university,huntington university,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huntington university of health sciences,huntington university of health sciences,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hussian college-daymar college clarksville,hussian college-daymar college clarksville,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huston–tillotson university,huston–tillotson university,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illinois college,illinois college,153,142,145691,65%,135,57%,19,-20%,189,75,-6%,147,49232,47503,69,13331,49,0,122,162,134,112,5%,130,NO,5,5%,94,125,166,120,il,,,,124,#124,national-liberal-arts-colleges,,Jacksonville,,private,TRUE,21,,77,37470,3.6,1028,960,,,105,5.66,"$17,512","$52,575",66%,0.3989,145691,168800,www.ic.edu/,0.4698,0.5302,0.7141,0.087,0.1009,0.0089,0.002,0,0.0297,0.0445,0.0129,0,0,0,0,0,0,0,46023,0.7718162195,0.6357,2
illinois wesleyan university,illinois wesleyan university,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indian river state college,indian river state college,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana institute of technology,indiana institute of technology,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana university east,indiana university east,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana university kokomo,indiana university kokomo,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana university northwest,indiana university northwest,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana university south bend,indiana university south bend,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana university southeast,indiana university southeast,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana university–purdue university fort wayne,indiana university–purdue university fort wayne,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana wesleyan university,indiana wesleyan university,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interamerican university of puerto rico at ponce,interamerican university of puerto rico at ponce,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iona university,iona university,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowa wesleyan university,iowa wesleyan university,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ithaca college,ithaca college,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ny,86,Ithaca,New York,,,,,,,,,,,,,,,,,,,,,,,0.1965,191968,273900,www.ithaca.edu/,0.4497,0.5503,0.7214,0.0528,0.1011,0.0367,0.0009,0.0009,0.0428,0.0274,0.0161,0,0,0,0,0,0,0,65542,0.7519685039,0.691,2
jackson college,jackson college,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacksonville state university,jacksonville state university,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacksonville university,jacksonville university,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
james madison university,james madison university,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jarvis christian university,jarvis christian university,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jessup university,jessup university,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john brown university,john brown university,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john carroll university,john carroll university,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john jay college of criminal justice,john jay college of criminal justice,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john paul the great catholic university,john paul the great catholic university,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson and wales university - charlotte campus,johnson and wales university - charlotte campus,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson c. smith university,johnson c. smith university,161,147,198756,39%,181,36%,61,-10%,141,129,1%,79,38281,38831,98,18269,123,1.5,49,169,180,106,3%,158,NO,0,26%,9,130,135,150,nc,,,,172,#172,national-liberal-arts-colleges,Johnson C Smith University,Charlotte,,private,TRUE,,,9,21714,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson state college,johnson state college,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judson university,judson university,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juniata college,juniata college,246,38,213251,80%,61,74%,30,8%,4,78,0%,93,58446,58108,85,18586,133,0.5,84,39,72,112,5%,133,YES,5,9%,65,40,57,42,pa,,,,82,#82,national-liberal-arts-colleges,,Huntingdon,,private,TRUE,26,71,76,56402,3.6,1177,1120,32249,Rural,114,6.1,"$25,378","$56,918",74%,0.2448,213251,327900,www.juniata.edu/,0.4722,0.5278,0.7151,0.0466,0.0771,0.0233,0.0009,0,0.0385,0.0842,0.0143,0,0,0,0,0,0,0,65999,0.7616074912,0.665,2
kalamazoo college,kalamazoo college,77,56,170532,84%,44,74%,14,-1%,52,72,5%,61,57957,60905,138,18596,134,0.7,76,27,43,112,10%,53,NO,5,0%,149,72,40,68,mi,63,Kalamazoo,Michigan,70,#70,national-liberal-arts-colleges,,Kalamazoo,,private,TRUE,26,,80,56562,3.8,1210,1200,,City,44,3.28,"$22,567","$65,590",82%,0.2395,170532,227500,https://www.kzoo.edu/,0.4371,0.5629,0.6107,0.0487,0.1644,0.0596,0.0017,0,0.0495,0.0411,0.0243,0,0,0,0,0,0,0,68832,0.7925445705,0.711,2
kansas wesleyan university,kansas wesleyan university,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kean university,kean university,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keene state college,keene state college,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kent state university at ashtabula,kent state university at ashtabula,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kent state university at salem,kent state university at salem,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kent state university at stark,kent state university at stark,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kent state university-trumbull campus,kent state university-trumbull campus,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kent state university-tuscarawas campus,kent state university-tuscarawas campus,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kentucky christian university,kentucky christian university,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kentucky state university,kentucky state university,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kentucky wesleyan college,kentucky wesleyan college,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenyon college,kenyon college,41,92,203535,93%,12,88%,39,-14%,169,35,-6%,154,62778,64257,119,15274,72,1,58,23,37,112,12%,44,NO,1,0%,149,124,30,92,oh,32,Gambier,Ohio,39,#39,national-liberal-arts-colleges,,Gambier,,private,TRUE,31,44,34,69330,3.9,1885,1370,32355,,85,4.7,"$39,277","$71,830",89%,0.0996,203535,306500,https://www.kenyon.edu/,0.439,0.561,0.6638,0.0293,0.0762,0.0448,0,0.0005,0.0543,0.1183,0.0128,0,0,0,0,0,0,0,80270,0.3430261212,0.8398,2
kettering university,kettering university,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keuka college,keuka college,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keystone college,keystone college,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
king university,king university,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
king's college,king's college,734,199,454184,52%,167,70%,196,-23%,193,34,-9%,171,53386,54192,105,31974,198,0,122,189,173,73,0%,187,NO,0,0%,149,199,190,192,ny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knox college,knox college,53,45,146427,74%,87,71%,55,-7%,116,99,6%,51,50241,51781,120,17411,109,0,122,66,1,112,22%,12,NO,4,6%,82,88,84,2,il,85,Galesburg,Illinois,75,#75,national-liberal-arts-colleges,,Galesburg,,private,TRUE,27,71,73,55587,,1060,1163,25158,City,132,7.5,"$26,205","$54,820",70%,0.3026,146427,170400,https://www.knox.edu/,0.4405,0.5595,0.4862,0.0637,0.1313,0.0447,0.0029,0,0.0628,0.1808,0.0276,0,0,0,0,0,0,0,63874,0.7331771008,0.6647,2
kutztown university of pennsylvania,kutztown university of pennsylvania,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuyper college,kuyper college,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la roche university,la roche university,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la salle university,la salle university,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la sierra university,la sierra university,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lackawanna college,lackawanna college,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
