,Name,name,UnitID,8-year graduation rate,Graduation rate rank,"Predicted graduation rate based on % of Pell recipients, incoming SATs, etc.",Graduation rate performance rank,Pell/non-Pell graduation gap,Pell graduation gap rank,Number of Pell graduates,Actual vs. predicted Pell enrollment,Pell performance rank,Earnings 10 years after college entry,Predicted earnings,Earnings performance rank,"Net price of attendance for families below $75,000 income",Net price rank,"Research expenditures, in millions",Research expenditures rank,Bachelor's to PhD rank,AmeriCorps/Peace Corps rank,ROTC rank,Percent of federal work-study funds spent on service,Percent of federal work-study funds spent on service rank,Earns Carnegie Community Engagement Classification?,Voting engagement points,Percent of grads with service-oriented majors,Service-oriented majors rank,Social mobility rank,Research rank,Service rank,state,THE_US_rank 2022,City,State,us_news_schoolType,us_news_aliasNames,us_news_city,us_news_region,us_news_institutionalControl,us_news_displayRank,us_news_sortRank,THE_rank,WM_Rank,us_news_isTied,us_news_actAvg,us_news_percentReceivingAid,us_news_acceptanceRate,us_news_tuition,us_news_hsGpaAvg,us_news_enrollment,us_news_satAvg,us_news_costAfterAid,us_news_Setting,DC_economic_score,DC_cost,DC_earnings,DC_graduation_rate,DC_Ranking,AI_Ranking,Pell Students,UNITID,OPEID,URL,Men Enroll,Women Enroll,White Enroll,Black Enroll,Hispanic Enroll,Asian Enroll,AI/AN Enroll,NH/PI Enroll,2+ Races Enroll,Non-Res Aliens Enroll,Race Unkn Enroll,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Avg Cost (4yr),Adm Rate,Comp Rate (100%),Pub/Priv Type
138,hendrix college,hendrix college,107080.0,70%,107.0,73%,147.0,-13%,163.0,53.0,5%,54.0,46928.0,58055.0,191.0,11602.0,35.0,0.7,70.0,26.0,49.0,52.0,12%,43.0,NO,2.0,0%,149.0,160.0,39.0,91.0,ar,,,,national-liberal-arts-colleges,,Conway,,private,#112,112.0,,122.0,True,23.0,,60.0,36650.0,3.9,1130.0,1130.0,,Suburban,4.09,"$22,780","$60,376",66%,65.0,103.0,0.2543,107080.0,109900.0,https://www.hendrix.edu/,0.4916,0.5084,0.6877,0.0745,0.0914,0.0319,0.008,0.0009,0.0506,0.0284,0.0266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49928.0,0.60278490289483,0.6743,2.0
139,westminster college,westminster college,216807.0,68%,112.0,63%,35.0,-10%,143.0,105.0,-4%,128.0,51123.0,52176.0,110.0,16335.0,93.0,0.0,122.0,95.0,28.0,112.0,15%,30.0,NO,3.0,14%,37.0,100.0,107.0,24.0,pa,,,,national-liberal-arts-colleges,,New Wilmington,,private,#112,112.0,,84.0,True,21.0,,92.0,39770.0,3.5,1222.0,1060.0,,Rural,5.77,"$21,969","$53,861",95%,107.0,376.0,0.3015,216807.0,339200.0,www.westminster.edu/,0.4741,0.5259,0.7937,0.0626,0.0381,0.0098,0.0049,0.002,0.0362,0.002,0.0508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51406.0,0.75280898876404,0.573,2.0
140,cornell college,cornell college,153162.0,73%,94.0,71%,68.0,-6%,106.0,92.0,4%,65.0,50721.0,57364.0,175.0,19541.0,150.0,0.3,100.0,91.0,7.0,112.0,8%,92.0,NO,5.0,4%,102.0,134.0,97.0,20.0,ia,,,,national-liberal-arts-colleges,,Mount Vernon,,private,#116,116.0,,94.0,True,23.0,,79.0,50634.0,3.6,1060.0,1170.0,,Suburban,7.28,"$24,164","$53,460",67%,131.0,123.0,0.2842,153162.0,185600.0,www.cornellcollege.edu/,0.5218,0.4782,0.7472,0.0682,0.09,0.036,0.0095,0.0038,0.0095,0.0237,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62571.0,0.79326136735361,0.5889,2.0
141,hampden-sydney college,hampden-sydney college,232256.0,66%,130.0,69%,148.0,-8%,127.0,43.0,-21%,197.0,68069.0,67338.0,80.0,23268.0,184.0,0.0,122.0,139.0,157.0,6.0,9%,71.0,NO,0.0,0%,149.0,184.0,146.0,174.0,va,,,,national-liberal-arts-colleges,Hampden Sydney College,Hampden-Sydney,,private,#116,116.0,,188.0,True,23.0,,40.0,52388.0,3.4,835.0,1040.0,,,3.83,"$25,214","$67,640",67%,55.0,71.0,0.1998,232256.0,371300.0,www.hsc.edu/,0.9965,0.0035,0.7849,0.0686,0.0626,0.0118,0.0,0.0,0.0544,0.0024,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66868.0,0.39791538933169,0.7314,2.0
142,luther college,luther college,153834.0,78%,74.0,76%,75.0,-11%,145.0,95.0,-6%,146.0,53716.0,56773.0,144.0,20084.0,155.0,0.4,90.0,75.0,99.0,112.0,6%,116.0,NO,0.0,18%,23.0,144.0,85.0,115.0,ia,269.0,Decorah,Iowa,national-liberal-arts-colleges,,Decorah,,private,#116,116.0,98.0,140.0,True,22.0,,75.0,50320.0,3.6,1610.0,1075.0,,Rural,4.94,"$26,138","$59,850",77%,94.0,262.0,0.1773,153834.0,187400.0,www.luther.edu/,0.4529,0.5471,0.7486,0.0293,0.0661,0.0175,0.0056,0.0044,0.0087,0.111,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61175.0,0.75319926873857,0.6462,2.0
143,ohio wesleyan university,ohio wesleyan university,204909.0,67%,120.0,71%,153.0,-12%,152.0,91.0,-1%,106.0,51881.0,53598.0,122.0,21175.0,169.0,0.4,95.0,103.0,93.0,85.0,17%,25.0,NO,0.0,5%,91.0,163.0,106.0,110.0,oh,,,,national-liberal-arts-colleges,OWU,Delaware,,private,#116,116.0,,158.0,True,23.0,,52.0,52297.0,3.7,1410.0,1123.0,,Suburban,6.73,"$25,814","$55,624",66%,123.0,62.0,0.2586,204909.0,310900.0,https://www.owu.edu/,0.4397,0.5603,0.7173,0.0692,0.055,0.0321,0.0007,0.0021,0.0457,0.0671,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64069.0,0.52178812922614,0.5926,2.0
144,saint michael's college,saint michael's college,231059.0,80%,62.0,76%,45.0,-8%,123.0,79.0,1%,90.0,61174.0,60538.0,82.0,21840.0,174.0,0.9,65.0,120.0,63.0,38.0,4%,150.0,NO,0.0,16%,29.0,110.0,104.0,106.0,vt,,,,national-liberal-arts-colleges,St Michael's College Saint Michael's College St Michaels College Saint Michaels College St. Michaels College,Colchester,,private,#116,116.0,,119.0,True,27.0,,85.0,50040.0,,1209.0,1160.0,,Suburban,4.65,"$25,392","$61,317",74%,83.0,259.0,0.1958,231059.0,369400.0,www.smcvt.edu/,0.4708,0.5292,0.8308,0.0283,0.055,0.0142,0.0017,0.0,0.025,0.0417,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65051.0,0.85148514851485,0.7118,2.0
145,hartwick college,hartwick college,191533.0,60%,148.0,58%,79.0,-9%,133.0,109.0,-1%,113.0,51141.0,49092.0,65.0,21050.0,167.0,0.0,122.0,111.0,156.0,112.0,18%,17.0,NO,0.0,26%,6.0,123.0,125.0,81.0,ny,,,,national-liberal-arts-colleges,,Oneonta,,private,#121,121.0,,120.0,True,19.0,,60.0,52849.0,3.5,1099.0,1020.0,,Rural,4.24,"$23,430","$61,107",59%,69.0,132.0,0.3512,191533.0,272900.0,www.hartwick.edu/,0.4147,0.5853,0.5825,0.1447,0.0986,0.0221,0.0028,0.0,0.0286,0.024,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64262.0,0.5972417675204,0.4403,2.0
146,massachusetts college of liberal arts,massachusetts college of liberal arts,,60%,146.0,54%,26.0,-15%,178.0,135.0,4%,64.0,46224.0,41371.0,39.0,13649.0,53.0,0.0,122.0,177.0,91.0,112.0,7%,101.0,NO,0.0,12%,51.0,71.0,180.0,129.0,ma,,,,national-liberal-arts-colleges,,North Adams,,public,#121,121.0,,104.0,True,,,93.0,21859.0,3.3,838.0,,,Rural,11.55,"$17,630","$48,102",59%,147.0,412.0,0.4442,167288.0,218700.0,https://www.mcla.edu/,0.4316,0.5684,0.6816,0.1079,0.1066,0.0263,0.0026,0.0026,0.0395,0.0,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25160.0,0.92445054945054,0.4892,1.0
147,transylvania university,transylvania university,157818.0,72%,96.0,71%,74.0,-8%,121.0,58.0,5%,55.0,52184.0,54033.0,126.0,20106.0,156.0,0.0,122.0,68.0,44.0,54.0,6%,121.0,NO,3.0,4%,96.0,126.0,86.0,87.0,ky,,,,national-liberal-arts-colleges,,Lexington,,private,#121,121.0,,117.0,True,23.0,,91.0,44980.0,3.7,981.0,1120.0,,,4.64,"$23,734","$54,705",72%,81.0,40.0,0.2588,157818.0,198700.0,https://www.transy.edu/,0.4385,0.5615,0.7787,0.0523,0.0533,0.0328,0.0041,0.0,0.0564,0.0123,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57015.0,0.90791690061763,0.6364,2.0
148,albion college,albion college,168546.0,65%,133.0,57%,20.0,-14%,165.0,68.0,-4%,129.0,56147.0,49343.0,22.0,13490.0,50.0,0.7,73.0,63.0,85.0,97.0,2%,178.0,NO,5.0,5%,88.0,79.0,70.0,105.0,mi,244.0,Albion,Michigan,national-liberal-arts-colleges,,Albion,,private,#124,124.0,91.0,82.0,True,,,67.0,55746.0,3.4,1454.0,,,Rural,3.44,"$17,331","$58,799",68%,46.0,97.0,0.4712,168546.0,223500.0,www.albion.edu/,0.4768,0.5232,0.5599,0.1654,0.1204,0.0152,0.0035,0.0,0.0353,0.0277,0.0727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66805.0,0.66515306869781,0.4826,2.0
149,goucher college,goucher college,162654.0,67%,117.0,66%,81.0,-5%,90.0,75.0,8%,27.0,50457.0,52269.0,124.0,17829.0,117.0,0.4,89.0,115.0,20.0,81.0,4%,154.0,NO,5.0,29%,4.0,93.0,113.0,11.0,md,,,,national-liberal-arts-colleges,,Baltimore,,private,#124,124.0,,70.0,True,24.0,,81.0,51250.0,3.3,1002.0,1110.0,,,9.11,"$27,204","$53,023",68%,141.0,33.0,0.2972,162654.0,207300.0,www.goucher.edu/,0.3282,0.6718,0.5087,0.264,0.0459,0.051,0.0071,0.0,0.0031,0.0316,0.0887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65729.0,0.80244399185336,0.5034,2.0
150,hollins university,hollins university,232308.0,61%,144.0,61%,90.0,-14%,170.0,53.0,5%,56.0,37641.0,38860.0,116.0,18307.0,126.0,0.0,122.0,131.0,132.0,112.0,8%,91.0,NO,1.0,5%,90.0,151.0,138.0,157.0,va,,,,national-liberal-arts-colleges,,Roanoke,,private,#124,124.0,,166.0,True,,,72.0,41210.0,3.7,691.0,1113.0,,,,,,,,108.0,0.3619,232308.0,371500.0,www.hollins.edu/,0.0,1.0,0.582,0.148,0.0943,0.0116,0.0,0.0029,0.0726,0.0813,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56698.0,0.72396946564885,0.5848,2.0
151,illinois college,illinois college,145691.0,65%,135.0,57%,19.0,-20%,189.0,75.0,-6%,147.0,49232.0,47503.0,69.0,13331.0,49.0,0.0,122.0,162.0,134.0,112.0,5%,130.0,NO,5.0,5%,94.0,125.0,166.0,120.0,il,,,,national-liberal-arts-colleges,,Jacksonville,,private,#124,124.0,,142.0,True,21.0,,77.0,37470.0,3.6,1028.0,960.0,,,5.66,"$17,512","$52,575",66%,105.0,153.0,0.3989,145691.0,168800.0,www.ic.edu/,0.4698,0.5302,0.7141,0.087,0.1009,0.0089,0.002,0.0,0.0297,0.0445,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46023.0,0.77181621954979,0.6357,2.0
152,millsaps college,millsaps college,175980.0,67%,126.0,62%,44.0,-6%,103.0,32.0,-13%,185.0,55965.0,57695.0,123.0,20033.0,154.0,0.5,82.0,31.0,36.0,60.0,2%,173.0,NO,0.0,2%,130.0,154.0,44.0,133.0,ms,,,,national-liberal-arts-colleges,,Jackson,,private,#124,124.0,,131.0,True,21.0,,68.0,43815.0,,637.0,1135.0,,,5.96,"$26,812","$53,848",68%,110.0,110.0,0.3443,175980.0,241400.0,www.millsaps.edu/,0.5466,0.4534,0.5949,0.2701,0.0434,0.0273,0.0032,0.0016,0.0096,0.0257,0.0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59877.0,0.67828054298642,0.5476,2.0
153,saint vincent college,saint vincent college,215798.0,73%,92.0,65%,18.0,-12%,158.0,88.0,-15%,192.0,57137.0,56809.0,86.0,17338.0,107.0,0.0,122.0,105.0,137.0,58.0,5%,134.0,NO,1.0,18%,24.0,127.0,118.0,136.0,pa,,,,national-liberal-arts-colleges,St Vincent College Saint Vincent College,Latrobe,,private,#124,124.0,,135.0,True,22.0,,73.0,41785.0,3.6,1375.0,1030.0,,,4.65,"$22,109","$59,982",73%,82.0,258.0,0.2813,215798.0,336800.0,https://www.stvincent.edu/,0.5783,0.4217,0.8112,0.0554,0.0487,0.015,0.0,0.0015,0.0307,0.018,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53487.0,0.73370319001386,0.7077,2.0
154,monmouth college,monmouth college,147341.0,60%,149.0,62%,137.0,-14%,172.0,105.0,-5%,138.0,48330.0,50970.0,136.0,14564.0,60.0,0.0,122.0,132.0,11.0,53.0,3%,169.0,NO,0.0,6%,85.0,145.0,139.0,73.0,il,,,,national-liberal-arts-colleges,,Monmouth,,private,#129,129.0,,139.0,False,23.0,,66.0,43520.0,,755.0,1080.0,,,7.64,"$19,875","$51,110",59%,134.0,183.0,0.3293,147341.0,172500.0,www.monmouthcollege.edu/,0.5085,0.4915,0.6859,0.088,0.1183,0.0145,0.0026,0.0,0.0394,0.0184,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54707.0,0.9070407040704,0.5088,2.0
155,coe college,coe college,153144.0,66%,129.0,66%,99.0,-7%,112.0,82.0,2%,78.0,53541.0,54332.0,104.0,15536.0,79.0,0.6,80.0,123.0,53.0,40.0,8%,74.0,NO,4.0,13%,41.0,95.0,119.0,54.0,ia,,,,national-liberal-arts-colleges,,Cedar Rapids,,private,#130,130.0,,90.0,True,22.0,,72.0,52576.0,3.6,1264.0,1080.0,,Urban,4.12,"$18,673","$57,125",62%,66.0,81.0,0.3755,153144.0,185400.0,www.coe.edu/,0.4404,0.5596,0.652,0.1013,0.1307,0.0245,0.0033,0.0025,0.031,0.0188,0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62654.0,,0.5963,2.0
156,eckerd college,eckerd college,133492.0,66%,132.0,72%,174.0,-1%,51.0,106.0,-12%,184.0,47676.0,59744.0,193.0,29247.0,196.0,0.4,93.0,122.0,29.0,69.0,1%,183.0,NO,4.0,1%,140.0,194.0,124.0,84.0,fl,,,,national-liberal-arts-colleges,,St. Petersburg,,private,#130,130.0,,187.0,True,23.0,,65.0,50374.0,,1993.0,1107.0,,,9.44,"$31,954","$51,819",67%,142.0,301.0,0.2034,133492.0,148700.0,https://www.eckerd.edu/,0.2991,0.7009,0.7618,0.0247,0.0916,0.0206,0.002,0.001,0.0574,0.0383,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65354.0,0.65092809515227,0.6265,2.0
157,meredith college,meredith college,198950.0,63%,141.0,66%,140.0,-11%,151.0,106.0,-5%,145.0,44551.0,49965.0,164.0,18737.0,137.0,0.0,122.0,150.0,125.0,66.0,15%,29.0,NO,6.0,12%,45.0,169.0,159.0,57.0,nc,,,,national-liberal-arts-colleges,,Raleigh,,private,#130,130.0,,154.0,True,22.0,,73.0,43936.0,3.5,1322.0,1140.0,,City,5.25,"$20,269","$51,539",66%,99.0,118.0,0.3497,198950.0,294500.0,www.meredith.edu/,0.0,1.0,0.6461,0.0927,0.1314,0.0502,0.0085,0.0023,0.0201,0.0147,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52815.0,0.73183098591549,0.6303,2.0
158,roanoke college,roanoke college,233426.0,69%,111.0,69%,106.0,-11%,147.0,106.0,-7%,155.0,53091.0,53339.0,94.0,20837.0,163.0,0.8,69.0,151.0,147.0,112.0,8%,75.0,NO,1.0,4%,99.0,146.0,136.0,160.0,va,,,,national-liberal-arts-colleges,,Salem,,private,#130,130.0,,165.0,True,19.0,,80.0,36774.0,3.4,1826.0,1060.0,,,5.93,"$27,780","$58,047",71%,109.0,343.0,0.2571,233426.0,373600.0,https://www.roanoke.edu/,0.4592,0.5408,0.8029,0.0511,0.0644,0.0189,0.0039,0.0017,0.0339,0.0222,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65345.0,0.79762611275964,0.6877,2.0
159,university of minnesota morris,university of minnesota morris,174251.0,60%,147.0,58%,70.0,-6%,104.0,98.0,5%,59.0,48394.0,46008.0,59.0,4634.0,5.0,0.9,62.0,88.0,180.0,112.0,17%,24.0,YES,6.0,6%,83.0,21.0,88.0,51.0,mn,,,,national-liberal-arts-colleges,University of Minnesota Morris,Morris,,public,#130,130.0,,30.0,True,,,78.0,16438.0,3.3,1068.0,,,Rural,4.56,"$10,541","$50,919",58%,80.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,
160,birmingham-southern college,birmingham-southern college,100937.0,68%,115.0,70%,133.0,-21%,191.0,39.0,-14%,191.0,53006.0,60485.0,185.0,18569.0,132.0,0.0,122.0,90.0,177.0,64.0,9%,66.0,NO,0.0,4%,107.0,195.0,102.0,178.0,al,,,,national-liberal-arts-colleges,Birmingham Southern College,Birmingham,,private,#135,135.0,,194.0,True,22.0,,57.0,22750.0,3.7,975.0,1150.0,,Urban,,,,,,270.0,0.2277,100937.0,101200.0,www.bsc.edu/,0.5248,0.4752,0.7397,0.1519,0.0558,0.0227,0.001,0.0,0.0134,0.0145,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35495.0,0.57171248757866,0.5854,2.0
161,central college,central college,153108.0,69%,110.0,65%,47.0,-15%,175.0,73.0,-13%,186.0,51579.0,58171.0,174.0,18199.0,122.0,0.0,122.0,147.0,16.0,112.0,8%,79.0,YES,0.0,13%,38.0,176.0,155.0,18.0,ia,,,,national-liberal-arts-colleges,,Pella,,private,#135,135.0,,149.0,True,19.0,,79.0,20988.0,3.6,1169.0,1040.0,,Rural,6.05,"$22,578","$54,317",68%,113.0,442.0,0.2306,153108.0,185000.0,www.central.edu/,0.5225,0.4775,0.8529,0.0282,0.0502,0.0097,0.0018,0.0018,0.0317,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34302.0,0.79238578680203,0.677,2.0
162,covenant college,covenant college,139393.0,69%,108.0,66%,56.0,1%,28.0,68.0,1%,83.0,47663.0,49266.0,121.0,21103.0,168.0,0.0,122.0,138.0,180.0,101.0,8%,76.0,NO,0.0,13%,40.0,98.0,145.0,161.0,ga,,,,national-liberal-arts-colleges,,Lookout Mountain,,private,#135,135.0,,132.0,True,24.0,,84.0,40414.0,3.8,846.0,1140.0,,Suburban,,,,,,362.0,0.2107,139393.0,348400.0,www.covenant.edu/,0.4728,0.5272,0.8738,0.0124,0.005,0.0297,0.0087,0.0012,0.0396,0.0272,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51713.0,0.84132841328413,0.6604,2.0
163,centenary college of louisiana,centenary college of louisiana,158477.0,56%,158.0,63%,176.0,-10%,139.0,41.0,-6%,150.0,48338.0,53445.0,162.0,22204.0,177.0,0.0,122.0,52.0,103.0,112.0,4%,151.0,NO,0.0,12%,48.0,190.0,77.0,153.0,la,,,,national-liberal-arts-colleges,,Shreveport,,private,#139,139.0,,182.0,True,21.0,,64.0,40000.0,,523.0,1080.0,,Urban,6.04,"$22,729","$50,330",56%,112.0,218.0,0.369,158477.0,200300.0,www.centenary.edu/,0.454,0.546,0.6184,0.1781,0.0939,0.0294,0.0157,0.0,0.0548,0.0059,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57199.0,0.63652326602282,0.5385,2.0
164,franklin college,franklin college,150604.0,63%,140.0,57%,37.0,-12%,154.0,68.0,-3%,126.0,49494.0,47405.0,64.0,16608.0,97.0,0.0,122.0,168.0,116.0,102.0,7%,97.0,NO,1.0,16%,30.0,108.0,173.0,117.0,in,,,,national-liberal-arts-colleges,,Franklin,,private,#139,139.0,,133.0,True,18.0,,93.0,37350.0,3.5,894.0,970.0,,Suburban,5.59,"$18,419","$55,376",63%,103.0,228.0,0.4,150604.0,179800.0,www.franklincollege.edu/,0.5297,0.4703,0.8091,0.0559,0.0536,0.0198,0.0012,0.0,0.0466,0.0081,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49403.0,0.9286125503742,0.5872,2.0
165,hampshire college,hampshire college,166018.0,67%,127.0,69%,135.0,-5%,91.0,61.0,1%,85.0,42449.0,50139.0,186.0,18506.0,131.0,0.3,102.0,3.0,27.0,112.0,26%,7.0,YES,0.0,6%,81.0,156.0,12.0,12.0,ma,,,,national-liberal-arts-colleges,,Amherst,,private,#139,139.0,,58.0,True,,,69.0,56990.0,3.3,508.0,,,,,,,,,21.0,0.3742,166018.0,466100.0,www.hampshire.edu/,0.3743,0.6257,0.5663,0.0733,0.1465,0.0158,0.004,0.0,0.0812,0.0673,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69045.0,0.688995215311,0.5125,2.0
166,presbyterian college,presbyterian college,218539.0,67%,122.0,61%,28.0,-9%,134.0,54.0,-14%,190.0,50335.0,53353.0,141.0,18307.0,125.0,0.0,122.0,141.0,101.0,3.0,8%,88.0,NO,0.0,25%,10.0,157.0,149.0,75.0,sc,,,,national-liberal-arts-colleges,,Clinton,,private,#139,139.0,,151.0,True,21.0,,59.0,43300.0,3.3,955.0,1020.0,,,3.8,"$21,157","$60,194",64%,54.0,240.0,0.3031,218539.0,344500.0,https://www.presby.edu/,0.5017,0.4983,0.6431,0.1961,0.0604,0.0091,0.0,0.0034,0.0468,0.0399,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55950.0,0.59387203364373,0.5261,2.0
167,purchase college--suny,purchase college--suny,196219.0,67%,119.0,69%,131.0,-5%,92.0,313.0,1%,82.0,45115.0,48930.0,150.0,16174.0,90.0,0.0,122.0,174.0,160.0,112.0,9%,64.0,NO,1.0,0%,149.0,49.0,176.0,176.0,ny,,,,national-liberal-arts-colleges,Purchase College SUNY Purchase College SUNY,Purchase,,public,#139,139.0,,107.0,True,29.0,,78.0,18863.0,3.4,3145.0,1190.0,,Suburban,11.92,"$19,598","$45,092",66%,148.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,
168,salem college,salem college,199607.0,57%,154.0,41%,4.0,-3%,71.0,100.0,8%,26.0,42947.0,30678.0,8.0,14098.0,58.0,0.0,122.0,136.0,26.0,112.0,5%,138.0,NO,0.0,20%,18.0,7.0,143.0,58.0,nc,,,,national-liberal-arts-colleges,,Winston-Salem,,private,#139,139.0,,24.0,True,20.0,,81.0,32236.0,3.6,364.0,973.0,,City,8.36,"$16,717","$44,640",67%,139.0,175.0,0.5442,199607.0,296000.0,www.salem.edu/,0.0121,0.9879,0.5076,0.1571,0.1964,0.0181,0.003,0.0,0.0937,0.006,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44380.0,0.87489214840379,0.598,2.0
169,university of north carolina asheville,university of north carolina asheville,199111.0,63%,142.0,67%,158.0,-5%,95.0,265.0,6%,44.0,43467.0,49703.0,172.0,10135.0,24.0,4.0,14.0,144.0,155.0,112.0,13%,39.0,NO,6.0,6%,84.0,42.0,64.0,98.0,nc,,,,national-liberal-arts-colleges,UNC University of North Carolina Asheville,Asheville,,public,#139,139.0,,55.0,True,21.0,,74.0,24809.0,3.5,2914.0,1140.0,,City,8.34,"$13,637","$44,030",64%,138.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,
170,albright college,albright college,210571.0,59%,150.0,57%,71.0,-15%,176.0,178.0,8%,28.0,54263.0,46207.0,18.0,16151.0,89.0,0.0,122.0,170.0,73.0,112.0,11%,48.0,NO,0.0,3%,124.0,58.0,174.0,137.0,pa,,,,national-liberal-arts-colleges,,Reading,,private,#146,146.0,,93.0,True,,,76.0,28794.0,,1298.0,,,,4.2,"$21,038","$58,700",62%,68.0,418.0,0.5187,210571.0,322900.0,www.albright.edu/home/,0.4444,0.5556,0.4365,0.2672,0.181,0.0196,0.0016,0.0,0.0596,0.0047,0.0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42833.0,0.84869128719971,0.4077,2.0
171,concordia college–moorhead,concordia college–moorhead,173300.0,72%,98.0,72%,92.0,-15%,177.0,128.0,-9%,173.0,53521.0,57680.0,151.0,19015.0,141.0,0.3,99.0,117.0,45.0,41.0,2%,172.0,NO,0.0,24%,11.0,166.0,123.0,71.0,mn,,,,national-liberal-arts-colleges,Concordia College Moorhead Concordia College Moorhead,Moorhead,,private,#146,146.0,,152.0,True,21.0,,66.0,28916.0,3.6,1827.0,1410.0,,Urban,4.79,"$23,793","$59,317",67%,91.0,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,
172,fisk university,fisk university,220181.0,34%,188.0,48%,193.0,-16%,179.0,50.0,19%,6.0,42114.0,41215.0,78.0,22415.0,178.0,5.6,5.0,126.0,80.0,63.0,6%,119.0,NO,0.0,1%,139.0,185.0,41.0,158.0,tn,,,,national-liberal-arts-colleges,,Nashville,,private,#146,146.0,,172.0,True,19.0,,71.0,23578.0,,1009.0,1090.0,,Urban,,,,,,16.0,0.5274,220181.0,349000.0,www.fisk.edu/,0.329,0.671,0.003,0.7294,0.0188,0.002,0.0,0.0,0.0119,0.1576,0.0773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39142.0,0.70968629609246,0.5122,2.0
173,houghton university,houghton university,,73%,91.0,62%,9.0,-27%,196.0,91.0,6%,45.0,42510.0,46876.0,153.0,23070.0,181.0,0.0,122.0,65.0,60.0,47.0,4%,156.0,NO,0.0,9%,64.0,183.0,83.0,125.0,ny,,,,national-liberal-arts-colleges,,Houghton,,private,#146,146.0,,174.0,True,20.0,,93.0,17290.0,,813.0,1080.0,,Rural,13.54,"$19,831","$46,721",70%,149.0,312.0,0.3976,191676.0,273400.0,www.houghton.edu/,0.3678,0.6322,0.7356,0.0711,0.0134,0.0201,0.004,0.0013,0.0403,0.0644,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27969.0,0.7700205338809,0.5282,2.0
174,ripon college,ripon college,239628.0,68%,114.0,62%,32.0,-11%,149.0,61.0,3%,68.0,50266.0,50131.0,88.0,15374.0,74.0,0.0,122.0,49.0,170.0,7.0,23%,10.0,NO,0.0,8%,70.0,96.0,76.0,107.0,wi,,,,national-liberal-arts-colleges,,Ripon,,private,#146,146.0,,96.0,True,19.0,,81.0,50700.0,3.4,766.0,990.0,,,6.51,"$21,825","$54,902",68%,121.0,193.0,0.3624,239628.0,388400.0,www.ripon.edu/,0.5133,0.4867,0.7878,0.0385,0.1088,0.0186,0.0013,0.004,0.0252,0.0133,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59356.0,0.81325863678804,0.4717,2.0
175,university of new hampshire at manchester,university of new hampshire at manchester,183071.0,58%,151.0,54%,42.0,5%,8.0,48.0,6%,48.0,63436.0,53514.0,13.0,11368.0,33.0,0.0,122.0,191.0,180.0,112.0,0%,187.0,NO,0.0,0%,149.0,10.0,192.0,196.0,nh,,,,national-liberal-arts-colleges,,Manchester,,public,#146,146.0,,76.0,True,,,83.0,34664.0,,653.0,1110.0,,,,,,,,303.0,0.3872,183071.0,258901.0,manchester.unh.edu/,0.5108,0.4892,0.6844,0.0316,0.0966,0.0611,0.002,0.002,0.0296,0.002,0.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27263.0,0.86957335329341,0.6034,1.0
